category,bathrooms,bedrooms,fee,pets_allowed,price,square_feet,cityname,state,latitude,longitude,time
1,1.0,1.0,2,4,1409,604,21,16,30.3054,-97.7497,1577016685
1,1.0,3.0,2,4,1005,604,209,33,46.8608,-96.8096,1577360236
1,1.0,1.0,2,4,950,604,336,34,33.1932,-87.5349,1577016827
1,1.0,1.0,2,4,1449,605,16,13,45.5091,-122.6449,1577360024
1,1.5,1.0,2,4,1395,605,16,13,45.5091,-122.6449,1577360254
1,1.0,1.0,2,4,1094,605,94,17,38.8562,-104.772,1577358733
1,1.0,1.0,2,4,1050,605,337,35,36.3741,-94.2105,1577360185
1,1.0,1.0,2,4,965,605,338,27,43.0367,-86.1865,1577359910
1,1.0,1.0,2,4,675,605,339,21,38.8842,-94.5213,1577358658
1,1.0,4.0,2,4,557,605,146,21,37.1892,-93.2908,1577359032
1,1.0,1.0,2,4,1730,606,91,16,32.8212,-96.7853,1577359496
1,1.0,3.0,2,4,1530,606,100,30,38.8738,-77.1055,1577358454
1,1.0,0.0,2,4,1530,606,100,30,38.8571,-77.0609,1577304792
1,1.0,1.0,2,4,895,606,7,6,61.1723,-149.8414,1577358619
1,1.0,1.0,2,4,1300,607,218,30,37.53,-77.477,1577360327
1,1.0,1.0,2,4,1149,607,103,16,29.4624,-98.5253,1577359703
1,1.0,1.0,2,4,675,607,20,41,34.0505,-81.0098,1576322752
1,1.0,1.0,2,4,975,608,21,16,30.3054,-97.7497,1577016825
1,1.0,1.0,2,5,800,608,23,9,43.0531,-87.9659,1577015675
1,1.0,1.0,2,4,775,608,23,9,43.0531,-87.9659,1577358713
1,1.0,1.0,2,4,4195,609,5,5,37.7599,-122.4379,1577359214
1,1.0,1.0,2,4,1500,609,259,1,35.9907,-78.9074,1577358770
1,1.0,1.0,2,4,1355,609,68,16,29.7714,-95.4343,1577358429
1,1.0,2.0,2,6,1135,609,340,14,45.2924,-93.4325,1577358706
1,1.0,2.0,2,5,1045,609,11,9,43.0724,-89.4003,1577359292
1,1.0,1.0,2,4,970,609,341,38,40.8382,-111.9184,1577358749
1,1.0,1.0,2,4,2000,610,139,5,37.5444,-121.982,1577015022
1,1.0,1.0,2,4,1870,610,342,5,37.6812,-121.7519,1577015023
1,1.0,1.0,2,4,1745,610,343,5,34.0524,-117.9132,1577359867
1,1.0,1.0,2,4,975,610,264,16,32.0057,-102.1036,1577358476
1,1.0,1.0,2,4,805,610,94,17,38.8565,-104.7149,1568771425
1,1.0,1.0,2,4,665,610,344,20,40.2874,-84.1585,1576705731
1,1.0,1.0,2,4,650,610,72,1,36.0909,-79.9272,1568753578
1,1.0,1.0,2,4,550,610,28,11,40.3613,-86.9005,1577358831
1,1.0,2.0,2,4,1089,611,137,39,33.8007,-84.4083,1577358547
1,1.0,3.0,2,4,880,611,266,33,47.9179,-97.0658,1577360016
1,1.0,3.0,2,4,825,611,209,33,46.8608,-96.8096,1577016993
1,1.0,1.0,2,5,790,611,7,6,61.1723,-149.8414,1577358619
1,1.0,2.0,2,4,1735,612,21,16,30.3054,-97.7497,1577359465
1,1.0,1.0,2,4,1686,612,21,16,30.3054,-97.7497,1577359685
1,1.0,1.0,2,4,1235,612,11,9,43.0724,-89.4003,1577015516
1,1.0,2.0,2,4,1070,612,11,9,43.0724,-89.4003,1577358727
1,1.0,1.0,2,4,980,612,125,38,40.7061,-111.9048,1577358635
1,1.0,1.0,2,4,649,612,68,16,29.7714,-95.4343,1577359254
1,1.0,1.0,2,4,3395,613,5,5,37.7599,-122.4379,1577015158
1,1.0,2.0,2,5,2096,613,128,5,34.1594,-118.2498,1577358457
1,1.0,1.0,2,4,1499,613,15,12,28.0076,-82.4792,1577358537
1,1.0,1.0,2,4,1200,613,42,24,40.0054,-75.1415,1577359316
1,1.0,2.0,2,4,1200,613,68,16,29.7714,-95.4343,1577358381
1,1.0,1.0,2,4,965,613,103,16,29.4624,-98.5253,1577359509
1,1.0,1.0,2,4,895,613,345,27,42.5784,-83.032,1577015117
1,1.0,1.0,2,4,853,613,346,27,42.663,-83.0352,1577015117
1,1.0,1.0,2,4,1965,614,109,5,33.7834,-118.1506,1568776147
1,1.0,1.0,2,4,1815,614,3,3,41.8625,-87.6825,1577360150
1,1.0,1.0,2,4,1295,614,125,38,40.7061,-111.9048,1577016976
1,1.0,1.0,2,4,1065,614,68,16,29.7714,-95.4343,1577358279
1,1.0,1.0,2,4,590,614,68,16,29.7714,-95.4343,1577015339
1,1.0,1.0,2,4,1350,615,347,5,32.8288,-116.7554,1575285287
1,1.0,1.0,2,4,1295,615,16,13,45.5091,-122.6449,1577359973
1,1.0,1.0,2,4,990,615,231,26,35.2505,-97.4596,1568778576
1,1.0,1.0,2,4,975,615,103,16,29.4624,-98.5253,1577359643
1,1.0,1.0,2,4,950,615,13,11,39.1471,-86.5136,1577359053
1,1.0,1.0,2,4,695,615,34,21,39.0744,-94.5521,1577015059
1,1.0,1.0,2,4,575,615,34,36,39.1103,-94.702,1577359195
1,1.0,3.0,2,5,1219,616,257,15,38.9633,-76.9375,1577359248
1,1.0,1.0,2,4,1025,616,348,9,43.2128,-89.3435,1577359321
1,1.0,1.0,2,4,1935,617,10,2,47.6869,-122.1896,1568775088
1,1.0,1.0,2,4,1365,617,55,22,33.5178,-112.0848,1577358417
1,1.0,1.0,2,4,1239,617,132,29,42.9833,-71.4574,1568771796
1,1.0,1.0,2,4,635,617,349,1,35.9515,-77.8025,1577358942
1,1.0,1.0,2,4,1325,618,350,23,42.2676,-71.8079,1577359168
1,1.0,1.0,2,4,1109,618,68,16,29.7714,-95.4343,1577358257
1,1.0,1.0,2,5,830,618,91,16,32.8212,-96.7853,1577358803
1,1.0,1.0,2,4,595,618,46,22,32.2264,-110.9438,1577358742
1,1.0,3.0,2,4,1680,619,351,12,25.7236,-80.269,1577358548
1,1.0,1.0,2,4,1345,619,352,14,44.8144,-93.1655,1577359854
1,1.0,4.0,2,5,1040,619,97,20,39.1679,-84.4933,1577014881
1,1.0,1.0,2,4,680,619,271,44,43.5329,-96.7265,1577360023
1,1.0,1.0,2,4,1850,620,19,5,34.0372,-118.2972,1577359918
1,1.0,1.0,2,4,1650,620,2,2,47.616,-122.3275,1577015284
1,1.0,1.0,2,4,1595,620,42,24,40.0054,-75.1415,1577359517
1,1.0,1.0,2,4,1360,620,315,2,47.4608,-122.2095,1568779397
1,1.0,1.0,2,4,1275,620,162,14,44.9405,-93.1027,1577015704
1,1.0,1.0,2,5,1212,620,211,22,35.1825,-111.6031,1577358940
1,1.0,1.0,2,5,1085,620,97,20,39.1679,-84.4933,1577014877
1,1.0,1.0,2,5,1055,620,13,11,39.1471,-86.5136,1577359054
1,1.0,1.0,2,4,925,620,34,21,39.0744,-94.5521,1577359198
1,1.0,1.0,2,4,899,620,125,38,40.7061,-111.9048,1577359938
1,1.0,1.0,2,6,899,620,353,16,29.8055,-98.1548,1577016706
1,1.0,1.0,2,4,851,620,218,30,37.6108,-77.44,1568744972
1,1.0,1.0,2,4,825,620,354,30,37.1888,-77.4306,1577016856
1,1.0,1.0,2,4,799,620,355,16,29.7961,-94.9758,1576685873
1,1.0,1.0,2,4,780,620,356,1,34.2057,-77.8894,1577358604
1,1.0,2.0,2,4,767,620,55,22,33.5178,-112.0848,1577359862
1,1.0,1.0,2,4,600,620,274,21,39.0805,-94.3997,1577015043
1,1.0,1.0,2,4,900,621,55,22,33.5178,-112.0848,1577358411
1,1.0,1.0,2,4,900,621,50,26,36.116,-95.9281,1577360488
1,1.0,1.0,2,4,824,621,227,1,35.6696,-78.6648,1568776675
1,1.0,3.0,2,4,2624,622,357,5,37.3108,-121.8645,1577358420
1,1.0,2.0,2,4,2145,622,358,23,42.4194,-71.111,1577358444
1,1.0,1.0,2,4,2000,622,359,23,42.2919,-71.4269,1577358389
1,1.0,1.0,2,4,1417,622,3,3,41.8625,-87.6825,1576666282
1,1.0,1.0,2,4,1235,622,360,30,38.6487,-77.3152,1577358551
1,1.0,1.0,2,4,1115,622,15,12,28.0076,-82.4792,1577358314
1,1.0,1.0,2,4,759,622,355,16,29.7864,-94.9631,1577359257
1,1.0,1.0,2,4,739,622,221,42,35.1038,-106.611,1577359634
1,1.0,1.0,2,4,680,622,32,20,41.6675,-83.5837,1577358895
1,1.0,1.0,2,4,1335,623,91,16,32.8212,-96.7853,1577358585
1,1.0,1.0,2,4,1294,623,37,12,29.6533,-82.3656,1577358921
1,1.0,1.0,2,5,1275,623,16,13,45.5091,-122.6449,1577017105
1,1.0,1.0,2,4,1240,623,110,2,47.5968,-122.7026,1577358916
1,1.0,1.0,2,4,1235,623,94,17,38.8562,-104.772,1577358634
1,1.0,3.0,2,4,1139,623,94,17,39.0459,-104.8179,1568773970
1,1.0,1.0,2,4,914,623,112,12,27.7873,-82.6772,1577015248
1,1.0,3.0,2,4,810,623,361,7,41.6013,-93.8697,1577358631
1,1.0,1.0,2,4,1360,624,153,2,45.6558,-122.5888,1577358675
1,1.0,1.0,2,4,1240,624,178,17,39.7436,-105.063,1568745303
1,1.0,1.0,2,4,1239,624,154,1,35.2016,-80.8124,1577358771
1,1.0,2.0,2,5,1040,624,13,11,39.1471,-86.5136,1577016860
1,1.0,1.0,2,4,1029,624,63,27,42.2711,-83.745,1577358298
1,1.0,1.0,2,4,1009,624,63,27,42.2711,-83.745,1577358423
1,1.0,1.0,2,4,975,624,221,42,35.1038,-106.611,1577360308
1,1.0,1.0,2,4,975,624,362,30,37.6249,-77.4948,1568745172
1,1.0,1.0,2,4,675,624,363,27,42.2837,-85.5793,1577360548
1,1.0,1.0,2,5,2195,625,364,5,37.3905,-122.0796,1577360535
1,1.0,1.0,2,5,1933,625,137,39,33.7848,-84.3922,1577015197
1,1.0,1.0,2,4,1595,625,2,2,47.616,-122.3275,1576667767
1,1.0,1.0,2,4,1550,625,365,2,47.75,-122.24,1577359246
1,1.0,1.0,2,4,1495,625,366,2,47.3949,-122.0287,1568776597
1,1.0,1.0,2,4,1430,625,57,12,25.7603,-80.3005,1577358549
1,1.0,1.0,2,4,1375,625,3,3,41.8625,-87.6825,1577359550
1,1.0,1.0,2,4,1185,625,110,2,47.5968,-122.7026,1577358915
1,1.0,1.0,2,4,1179,625,367,12,26.0066,-80.2959,1577358549
1,1.0,1.0,2,4,1154,625,21,16,30.3054,-97.7497,1577359682
1,1.0,1.0,2,4,1120,625,21,16,30.1763,-97.7784,1577359682
1,1.0,1.0,2,4,1075,625,151,13,45.5221,-123.1071,1577360247
1,1.0,1.0,2,4,1047,625,21,16,30.3054,-97.7497,1577358650
1,1.0,1.0,2,4,1024,625,21,16,30.3054,-97.7497,1577360143
1,1.0,1.0,2,4,999,625,103,16,29.4624,-98.5253,1577359716
1,1.0,1.0,2,4,955,625,368,16,30.4433,-97.6282,1577359472
1,1.0,1.0,2,4,949,625,369,12,30.4601,-84.2714,1577359110
1,1.0,1.0,2,4,795,625,71,31,41.2562,-96.0404,1577359878
1,1.0,1.0,2,4,709,625,97,20,39.1679,-84.4933,1577358669
1,1.0,1.0,2,4,1592,626,21,16,30.3054,-97.7497,1577359683
1,1.0,1.0,2,4,1375,627,16,13,45.5091,-122.6449,1577358676
1,1.0,2.0,2,4,1245,627,137,39,33.7848,-84.3922,1577360153
1,1.0,1.0,2,4,1050,627,370,7,41.5672,-90.462,1575978316
1,1.0,1.0,2,4,1001,627,21,16,30.3054,-97.7497,1577016864
1,1.0,1.0,2,4,941,627,108,15,39.3191,-76.6126,1577358427
1,1.0,1.0,2,4,799,627,68,16,29.7714,-95.4343,1577358287
1,1.0,1.0,2,4,1790,628,68,16,29.7714,-95.4343,1577358284
1,1.0,0.0,2,4,1568,628,100,30,38.8571,-77.0609,1577305147
1,1.0,1.0,2,4,1495,628,3,3,41.8625,-87.6825,1576666469
1,1.0,1.0,2,4,1060,628,68,16,29.7714,-95.4343,1577358286
1,1.0,1.0,2,4,1000,628,371,9,42.9408,-88.0498,1577358719
1,1.0,2.0,2,4,979,628,218,30,37.5802,-77.5191,1568744823
1,1.0,1.0,2,4,835,628,46,22,32.2264,-110.9438,1577358747
1,1.0,1.0,2,5,2695,629,93,23,42.331,-71.0434,1577358464
1,1.0,2.0,2,4,1490,629,372,5,33.945,-117.4074,1577358510
1,1.0,1.0,2,4,815,629,373,21,39.0146,-94.2843,1577015080
1,1.0,1.0,2,4,780,629,91,16,32.878,-96.7511,1568756070
1,1.0,1.0,2,4,1650,630,374,5,34.2802,-119.2268,1577017021
1,1.0,0.0,2,4,1623,630,210,15,39.0017,-77.0353,1577305293
1,1.0,1.0,2,4,1550,630,375,23,42.1733,-71.0495,1568759854
1,1.0,1.0,2,4,1510,630,376,5,33.2181,-117.3166,1577359742
1,1.0,1.0,2,4,1308,630,40,21,38.6274,-90.304,1577358791
1,1.0,1.0,2,4,1299,630,68,16,29.7714,-95.4343,1577358255
1,1.0,1.0,2,4,1263,630,94,17,38.8562,-104.772,1577358635
1,1.0,1.0,2,4,1213,630,3,3,41.8625,-87.6825,1577358592
1,1.0,1.0,2,4,1135,630,33,17,39.6767,-104.8854,1568757957
1,1.0,1.0,2,4,1000,630,8,7,42.5286,-92.4509,1577358971
1,1.0,1.0,2,4,988,630,292,24,40.3942,-79.9046,1568778801
1,1.0,1.0,2,4,933,630,91,16,32.9661,-96.7988,1568763630
1,1.0,1.0,2,4,920,630,21,16,30.3054,-97.7497,1577016865
1,1.0,1.0,2,4,860,630,7,6,61.1723,-149.8414,1577358614
1,1.0,1.0,2,4,805,630,271,44,43.5329,-96.7265,1577358912
1,1.0,1.0,2,4,799,630,369,12,30.4601,-84.2714,1577358541
1,1.0,1.0,2,4,680,630,103,16,29.4624,-98.5253,1576667799
1,1.0,2.0,2,5,650,630,377,20,41.321,-81.6752,1577014872
1,1.0,1.0,2,4,650,630,72,1,36.1106,-79.7406,1568752248
1,1.0,1.0,2,4,2325,631,114,5,34.1659,-118.1629,1568781334
1,1.0,1.0,2,4,1649,631,3,3,41.8625,-87.6825,1577015599
1,1.0,2.0,2,4,1365,631,3,3,41.8625,-87.6825,1577015709
1,1.0,1.0,2,4,1085,631,283,2,47.2154,-122.4608,1577358602
1,1.0,1.0,2,4,804,631,68,16,29.7714,-95.4343,1577358288
1,1.0,1.0,2,4,2175,632,12,10,38.9348,-77.059,1577304973
1,1.0,1.0,2,5,1795,632,106,3,42.0454,-87.6964,1577358456
1,1.0,2.0,2,4,1575,632,16,13,45.5091,-122.6449,1577358392
1,1.0,1.0,2,4,1425,632,378,25,40.5545,-74.4602,1577358997
1,1.0,1.0,2,5,1380,633,91,16,32.8212,-96.7853,1577358452
1,1.0,2.0,2,4,1018,633,38,22,33.3898,-111.9272,1577360034
1,1.0,1.0,2,4,1695,634,2,2,47.616,-122.3275,1577360065
1,1.0,1.0,2,4,1475,634,3,3,41.8625,-87.6825,1577358294
1,1.0,1.0,2,4,915,634,103,16,29.4624,-98.5253,1577014925
1,1.0,1.0,2,4,749,634,68,16,29.7714,-95.4343,1577358291
1,1.0,2.0,2,4,4700,635,5,5,37.7599,-122.4379,1577358521
1,1.0,1.0,2,4,1550,635,315,2,47.4696,-122.1655,1577358504
1,1.0,1.0,2,4,1299,635,283,2,47.2154,-122.4608,1577358602
1,1.0,1.0,2,4,1205,635,153,2,45.6558,-122.5888,1577358684
1,1.0,1.0,2,4,1195,635,379,13,45.4851,-122.8349,1577360059
1,1.0,1.0,2,4,1019,635,68,16,29.7714,-95.4343,1577358255
1,1.0,3.0,2,4,960,635,209,33,46.8608,-96.8096,1577016154
1,1.0,1.0,2,4,919,635,68,16,29.7714,-95.4343,1577358255
1,1.0,1.0,2,4,879,635,154,1,35.2016,-80.8124,1577358771
1,1.0,1.0,2,5,835,635,17,14,44.9855,-93.3023,1576666490
1,1.0,1.0,2,5,1499,636,2,2,47.616,-122.3275,1577359651
1,1.0,1.0,2,4,1450,636,33,17,39.736,-104.9819,1577358431
1,1.0,1.0,2,4,1299,636,91,16,32.8212,-96.7853,1577359718
1,1.0,1.0,2,4,865,636,21,16,30.3054,-97.7497,1577016117
1,1.0,1.0,2,4,1407,637,227,1,36.0249,-78.4646,1568768808
1,1.0,1.0,2,5,775,637,200,36,38.9259,-94.6916,1577358663
1,1.0,1.0,2,4,625,637,28,11,40.3613,-86.9005,1577358809
1,1.0,1.0,2,4,1463,638,360,30,38.6487,-77.3152,1577358562
1,1.0,1.0,2,4,1130,638,264,16,32.0057,-102.1036,1577358477
1,1.0,1.0,2,4,1111,638,214,12,28.1406,-82.6046,1577358491
1,1.0,1.0,2,4,920,638,91,16,32.8212,-96.7853,1577358579
1,1.0,1.0,2,4,700,638,68,16,29.7714,-95.4343,1577360498
1,1.0,1.0,2,4,1140,639,3,3,41.8625,-87.6825,1577015595
1,1.0,1.0,2,4,773,639,102,26,35.471,-97.5299,1577359100
1,1.0,1.0,2,4,2150,640,380,23,42.2523,-71.1287,1577015383
1,1.0,1.0,2,4,1810,640,114,5,34.152,-118.0876,1568782258
1,1.0,1.0,2,5,1672,640,33,17,39.736,-104.9819,1577358454
1,1.0,1.0,2,4,1310,640,90,4,36.137,-86.783,1577358798
1,1.0,1.0,2,4,1295,640,165,14,44.9235,-93.4704,1577360074
1,1.0,1.0,2,4,1250,640,314,2,47.8495,-122.2825,1568776119
1,1.0,1.0,2,4,1075,640,80,24,40.4448,-79.9725,1577360263
1,1.0,1.0,2,4,1045,640,381,25,39.9539,-74.9955,1568775067
1,1.0,1.0,2,4,915,640,68,16,29.6749,-95.4547,1577358276
1,1.0,1.0,2,4,860,640,91,16,32.9012,-96.7916,1568755179
1,1.0,1.0,2,4,845,640,382,14,45.6208,-94.2092,1577358439
1,1.0,1.0,2,4,735,640,8,7,42.5286,-92.4509,1577360138
1,1.0,1.0,2,4,721,640,225,16,29.9142,-93.9383,1577359005
1,1.0,1.0,2,4,705,640,271,44,43.5329,-96.7265,1577358910
1,1.0,1.0,2,4,590,640,146,20,39.953,-83.7803,1568775463
1,1.0,1.0,2,5,525,640,383,9,43.4614,-88.8407,1577358819
1,1.0,1.0,2,4,989,641,154,1,35.2016,-80.8124,1577358771
1,1.0,1.0,2,5,720,641,85,7,42.0259,-93.6516,1577360060
1,1.0,1.0,2,4,1922,642,12,10,38.9118,-77.0132,1577015312
1,1.0,1.0,2,4,1310,642,214,16,31.8666,-102.3901,1577358474
1,1.0,1.0,2,4,1199,642,21,16,30.3054,-97.7497,1577016981
1,1.0,1.0,2,4,1125,642,21,16,30.3054,-97.7497,1577359438
1,1.0,1.0,2,4,985,642,21,16,30.3054,-97.7497,1577359998
1,1.0,3.0,2,5,3450,643,384,5,33.9855,-118.4532,1577358447
1,1.0,1.0,2,4,1455,643,162,14,44.9484,-93.1976,1577360052
1,1.0,1.0,2,4,1395,643,109,5,33.8056,-118.1696,1577360118
1,1.0,1.0,2,4,1261,643,68,16,29.7714,-95.4343,1577358251
1,1.0,1.0,2,4,1114,643,317,39,33.9649,-84.5107,1577359229
1,1.0,1.0,2,4,965,643,68,16,29.8966,-95.6028,1577358283
1,1.0,1.0,2,4,899,643,30,18,36.1554,-115.1733,1577359194
1,1.0,1.0,2,4,570,643,68,16,29.7714,-95.4343,1577358804
1,1.0,1.0,2,4,560,643,146,21,37.1892,-93.2908,1577359025
1,1.0,1.0,2,4,1650,644,385,23,42.1246,-71.1089,1577015154
1,1.0,1.0,2,4,1369,644,315,2,47.4608,-122.2095,1568779456
1,1.0,1.0,2,4,1364,644,315,2,47.4608,-122.2095,1568779670
1,1.0,1.0,2,4,1360,644,386,2,47.7921,-122.3045,1568777951
1,1.0,1.0,2,4,1320,644,360,30,38.6487,-77.3152,1577358568
1,1.0,1.0,2,4,1289,644,315,2,47.4608,-122.2095,1568779719
1,1.0,1.0,2,4,910,644,91,16,32.8212,-96.7853,1577358580
1,1.0,2.0,2,4,350,644,69,39,32.4846,-84.9356,1577017047
1,1.0,1.0,2,4,1986,645,100,30,38.8738,-77.1055,1577358567
1,1.0,1.0,2,4,1002,645,387,12,28.1253,-82.4468,1577358492
1,1.0,1.0,2,4,975,645,153,2,45.6558,-122.5888,1577359999
1,1.0,1.0,2,5,885,645,26,11,39.7953,-86.1387,1577358651
1,1.0,1.0,2,5,880,645,293,36,39.0269,-94.6516,1577360050
1,1.0,2.0,2,4,675,645,74,33,48.2469,-101.3017,1577359928
1,1.0,1.0,2,4,625,645,72,1,36.0723,-79.8196,1577359956
1,1.0,1.0,2,4,610,645,13,3,40.4775,-88.9786,1577358992
1,1.0,0.0,2,4,1445,646,16,13,45.5091,-122.6449,1577358680
1,1.0,1.0,2,4,710,646,103,16,29.4624,-98.5253,1577360099
1,1.0,1.0,2,4,3995,647,5,5,37.7599,-122.4379,1577359162
1,1.0,2.0,2,4,2085,647,358,23,42.4194,-71.111,1577358526
1,1.0,1.0,2,4,1425,647,388,25,40.3346,-74.5794,1568779956
1,1.0,1.0,2,4,1425,647,388,25,40.3346,-74.5794,1568780137
1,1.0,1.0,2,4,1425,647,388,25,40.3346,-74.5794,1568779973
1,1.0,1.0,2,4,905,647,389,1,35.5795,-80.8153,1577358781
1,1.0,1.0,2,4,870,647,390,25,39.8679,-75.0911,1568774031
1,1.0,1.0,2,4,850,647,94,17,38.8562,-104.772,1577359134
1,1.0,1.0,2,4,825,647,85,7,42.0259,-93.6516,1577360188
1,1.0,1.0,2,4,736,647,255,39,33.7866,-84.1802,1577358528
1,1.0,1.0,2,4,3795,648,5,5,37.7599,-122.4379,1577358519
1,1.5,2.0,2,4,1411,648,391,15,38.2722,-76.4664,1568747479
1,1.0,1.0,2,4,1355,648,392,25,40.3034,-74.0707,1568766451
1,1.0,1.0,2,4,1290,648,392,25,40.3034,-74.0707,1568766444
1,1.0,1.0,2,4,1200,648,26,11,39.7953,-86.1387,1577359218
1,1.0,1.0,2,4,983,648,21,16,30.3054,-97.7497,1575978119
1,1.0,1.0,2,4,800,648,393,3,40.0656,-88.252,1577359069
1,1.0,1.0,2,4,785,648,26,11,39.7953,-86.1387,1577015158
1,1.0,1.0,2,4,765,648,317,39,33.9351,-84.5289,1568777953
1,1.0,1.0,2,4,675,648,394,16,31.7894,-95.632,1576667850
1,1.0,1.0,2,4,550,648,26,11,39.7953,-86.1387,1577015025
1,1.0,1.0,2,4,2440,649,19,5,33.955,-118.3967,1568755041
1,1.0,1.0,2,4,1186,649,94,17,38.8154,-104.7779,1568770835
1,1.0,1.0,2,4,1115,649,55,22,33.5178,-112.0848,1577358414
1,1.0,1.0,2,4,1115,649,102,26,35.471,-97.5299,1577360402
1,1.0,1.0,2,4,975,649,91,16,32.8212,-96.7853,1577359619
1,1.0,1.0,2,4,928,649,102,26,35.471,-97.5299,1577358642
1,1.0,1.0,2,4,799,649,246,9,43.0042,-88.0184,1576666365
1,1.0,1.0,2,5,2895,650,395,5,33.9932,-118.4609,1576667416
1,1.0,1.0,2,5,2795,650,29,5,33.852,-118.3759,1577359912
1,1.0,1.0,2,4,2395,650,396,5,33.9222,-118.4055,1576667383
1,1.0,1.0,2,4,2195,650,2,2,47.616,-122.3275,1577359607
1,1.0,2.0,2,4,2000,650,109,5,33.8056,-118.1696,1577359409
1,1.0,1.0,2,4,1878,650,397,5,37.9913,-122.1643,1577358515
1,1.0,1.0,2,4,1800,650,19,5,34.0372,-118.2972,1577359935
1,1.0,1.0,2,4,1800,650,108,15,39.3191,-76.6126,1577015367
1,1.0,1.0,2,4,1685,650,17,14,44.9855,-93.3023,1576666264
1,1.0,1.0,2,4,1565,650,109,5,33.8288,-118.1827,1568777014
1,1.0,1.0,2,4,1549,650,398,5,38.1172,-122.2313,1577359388
1,1.0,2.0,2,4,1500,650,11,9,43.0724,-89.4003,1575638479
1,1.0,1.0,2,4,1475,650,399,5,34.2002,-118.5394,1577359744
1,1.0,0.0,2,5,1456,650,210,15,39.0017,-77.0353,1577305266
1,1.0,1.0,2,4,1429,650,160,2,47.3851,-122.1882,1577358391
1,1.0,1.0,2,5,1425,650,400,25,40.862,-74.4061,1577360252
1,1.0,1.0,2,4,1421,650,160,2,47.3866,-122.2109,1568773178
1,1.0,1.0,2,5,1325,650,17,14,44.9855,-93.3023,1577359289
1,1.0,1.0,2,4,1299,650,259,1,35.9966,-78.8991,1568774982
1,1.0,1.0,2,5,1250,650,267,23,42.6398,-71.3184,1577016834
1,1.0,2.0,2,4,1246,650,126,30,38.7999,-77.1072,1577358550
1,1.0,1.0,2,4,1229,650,16,13,45.5091,-122.6449,1577359540
1,1.0,1.0,2,4,1229,650,16,13,45.5091,-122.6449,1577359652
1,1.0,1.0,2,4,1185,650,68,16,29.7714,-95.4343,1577360187
1,1.0,1.0,2,4,1169,650,17,14,44.9855,-93.3023,1575638483
1,1.0,1.0,2,4,1150,650,112,12,27.7873,-82.6772,1577359954
1,1.0,1.0,2,4,1150,650,25,18,39.5197,-119.8342,1577017099
1,1.0,4.0,2,4,1100,650,250,27,42.7242,-84.477,1577359327
1,1.0,1.0,2,4,1100,650,55,22,33.5178,-112.0848,1577359808
1,1.0,1.0,2,4,1100,650,125,38,40.7061,-111.9048,1576667756
1,1.0,1.0,2,5,1095,650,68,16,29.7714,-95.4343,1577017027
1,1.0,1.0,2,4,1091,650,68,16,29.7714,-95.4343,1577359259
1,1.0,2.0,2,4,1055,650,97,20,39.1679,-84.4933,1577014881
1,1.0,3.0,2,4,1039,650,401,39,33.9369,-84.306,1577358532
1,1.0,1.0,2,4,1035,650,219,13,45.4305,-122.7798,1577359561
1,1.0,1.0,2,5,1015,650,17,14,44.9855,-93.3023,1576666449
1,1.0,1.0,2,5,1009,650,402,14,44.937,-93.4394,1577360495
1,1.0,1.0,2,4,995,650,34,21,39.0744,-94.5521,1577014868
1,1.0,1.0,2,4,990,650,21,16,30.3054,-97.7497,1577016981
1,1.0,1.0,2,4,975,650,103,16,29.4624,-98.5253,1577359469
1,1.0,1.0,2,4,975,650,128,22,33.5944,-112.1837,1577359996
1,1.0,1.0,2,4,975,650,55,22,33.4986,-112.0614,1577360273
1,1.0,1.0,2,4,975,650,21,16,30.3054,-97.7497,1577016866
1,1.0,1.0,2,4,970,650,233,43,43.6046,-116.2475,1577359568
1,1.0,2.0,2,4,950,650,34,21,39.0744,-94.5521,1577358391
1,1.0,1.0,2,4,950,650,11,9,43.0724,-89.4003,1577015750
1,1.0,1.0,2,5,925,650,11,9,43.0724,-89.4003,1576666385
1,1.0,1.0,2,4,925,650,403,25,39.842,-75.0295,1568776808
1,1.0,1.0,2,5,920,650,11,9,43.0724,-89.4003,1577358724
1,1.0,1.0,2,4,906,650,404,16,29.5035,-95.0922,1577358383
1,1.0,1.0,2,4,900,650,154,1,35.2016,-80.8124,1577359338
1,1.0,1.0,2,4,900,650,25,18,39.5197,-119.8342,1577360099
1,1.0,1.0,2,5,895,650,403,25,39.842,-75.0295,1568776824
1,1.0,1.0,2,5,890,650,7,6,61.1723,-149.8414,1577359002
1,1.0,1.0,2,4,850,650,97,20,39.1679,-84.4933,1577359118
1,1.0,1.0,2,4,850,650,405,39,30.8655,-83.2658,1577360075
1,1.0,1.0,2,5,850,650,97,20,39.1679,-84.4933,1577014884
1,1.0,1.0,2,4,850,650,97,20,39.1679,-84.4933,1577014886
1,1.0,1.0,2,4,849,650,71,31,41.2532,-95.9562,1577359876
1,1.0,0.0,2,4,835,650,3,3,41.8625,-87.6825,1577360459
1,1.0,1.0,2,4,830,650,406,16,30.4973,-97.8276,1577016866
1,1.0,1.0,2,4,825,650,407,38,40.7282,-111.8726,1577359983
1,1.0,1.0,2,4,820,650,408,1,35.7863,-78.4845,1568763635
1,1.0,2.0,2,4,795,650,201,36,37.6836,-97.3369,1577359131
1,1.0,1.0,2,4,690,650,68,16,29.7714,-95.4343,1577015340
1,1.0,1.0,2,4,650,650,409,11,40.7901,-86.4084,1577358863
